Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
SIGE,com.sige.gui.lookup,LookUpCandidato,LookUpCandidato,Magic Number,The method contains a magic number: 14,28
SIGE,com.sige.gui.lookup,LookUpCandidato,isCellEditable,Complex Conditional,The conditional expression colIndex == getColumn("Nome").getModelIndex() || colIndex == getColumn("Numero").getModelIndex() || colIndex == getColumn("Partido").getModelIndex() || colIndex == getColumn("Cargo").getModelIndex() is complex.,100
SIGE,com.sige.gui.lookup,LookUpCandidato,isCellEditable,Long Statement,The length of the statement "if (colIndex == getColumn("Nome").getModelIndex() || colIndex == getColumn("Numero").getModelIndex() || colIndex == getColumn("Partido").getModelIndex() || colIndex == getColumn("Cargo").getModelIndex()) {" is 205.,100
SIGE,com.sige.gui.lookup,LookUpCargo,LookUpCargo,Magic Number,The method contains a magic number: 23,28
SIGE,com.sige.gui.lookup,LookUpCargo,LookUpCargo,Magic Number,The method contains a magic number: 300,28
SIGE,com.sige.gui.lookup,LookUpCargo,LookUpCargo,Magic Number,The method contains a magic number: 200,28
SIGE,com.sige.gui.lookup,LookUpCargo,LookUpCargo,Magic Number,The method contains a magic number: 10,28
SIGE,com.sige.gui.lookup,LookUpCargo,LookUpCargo,Magic Number,The method contains a magic number: 170,28
SIGE,com.sige.gui.lookup,LookUpCargo,LookUpCargo,Magic Number,The method contains a magic number: 20,28
SIGE,com.sige.gui.lookup,LookUpCargo,LookUpCargo,Magic Number,The method contains a magic number: 14,28
SIGE,com.sige.gui.lookup,LookUpCargo,LookUpCargo,Magic Number,The method contains a magic number: 14,28
SIGE,com.sige.gui.lookup,LookUpPartido,LookUpPartido,Magic Number,The method contains a magic number: 23,26
SIGE,com.sige.gui.lookup,LookUpPartido,LookUpPartido,Magic Number,The method contains a magic number: 300,26
SIGE,com.sige.gui.lookup,LookUpPartido,LookUpPartido,Magic Number,The method contains a magic number: 200,26
SIGE,com.sige.gui.lookup,LookUpPartido,LookUpPartido,Magic Number,The method contains a magic number: 35,26
SIGE,com.sige.gui.lookup,LookUpPartido,LookUpPartido,Magic Number,The method contains a magic number: 170,26
SIGE,com.sige.gui.lookup,LookUpPartido,LookUpPartido,Magic Number,The method contains a magic number: 20,26
SIGE,com.sige.gui.lookup,LookUpPartido,LookUpPartido,Magic Number,The method contains a magic number: 14,26
SIGE,com.sige.gui.lookup,LookUpPartido,LookUpPartido,Magic Number,The method contains a magic number: 14,26
SIGE,com.sige.gui.partido,DialogoCadastrarPartido,DialogoCadastrarPartido,Magic Number,The method contains a magic number: 26,35
SIGE,com.sige.gui.partido,DialogoCadastrarPartido,DialogoCadastrarPartido,Magic Number,The method contains a magic number: 30,35
SIGE,com.sige.gui.partido,DialogoCadastrarPartido,DialogoCadastrarPartido,Magic Number,The method contains a magic number: 2,35
SIGE,com.sige.gui.partido,DialogoCadastrarPartido,DialogoCadastrarPartido,Magic Number,The method contains a magic number: 16,35
SIGE,com.sige.gui.partido,DialogoCadastrarPartido,DialogoCadastrarPartido,Magic Number,The method contains a magic number: 10,35
SIGE,com.sige.gui.partido,DialogoCadastrarPartido,DialogoCadastrarPartido,Magic Number,The method contains a magic number: 10,35
SIGE,com.sige.gui.partido,DialogoCadastrarPartido,DialogoCadastrarPartido,Magic Number,The method contains a magic number: 14,35
SIGE,com.sige.gui.partido,DialogoCadastrarPartido,DialogoCadastrarPartido,Magic Number,The method contains a magic number: 14,35
SIGE,com.sige.gui.partido,DialogoCadastrarPartido,DialogoCadastrarPartido,Magic Number,The method contains a magic number: 14,35
SIGE,com.sige.gui.partido,DialogoCadastrarPartido,DialogoCadastrarPartido,Magic Number,The method contains a magic number: 14,35
SIGE,com.sige.gui.partido,DialogoConsultarPartido,DialogoConsultarPartido,Complex Conditional,The conditional expression colIndex == getColumn("Numero").getModelIndex() || colIndex == getColumn("Nome").getModelIndex() || colIndex == getColumn("Sigla").getModelIndex() is complex.,37
SIGE,com.sige.gui.partido,DialogoConsultarPartido,DialogoConsultarPartido,Long Statement,The length of the statement "if (colIndex == getColumn("Numero").getModelIndex() || colIndex == getColumn("Nome").getModelIndex() || colIndex == getColumn("Sigla").getModelIndex()) return false;" is 165.,37
SIGE,com.sige.gui.partido,DialogoConsultarPartido,DialogoConsultarPartido,Magic Number,The method contains a magic number: 43,37
SIGE,com.sige.gui.partido,DialogoConsultarPartido,DialogoConsultarPartido,Magic Number,The method contains a magic number: 5727320816550514929L,37
SIGE,com.sige.gui.partido,DialogoConsultarPartido,DialogoConsultarPartido,Magic Number,The method contains a magic number: 390,37
SIGE,com.sige.gui.partido,DialogoConsultarPartido,DialogoConsultarPartido,Magic Number,The method contains a magic number: 250,37
SIGE,com.sige.gui.partido,DialogoConsultarPartido,DialogoConsultarPartido,Magic Number,The method contains a magic number: 35,37
SIGE,com.sige.gui.partido,DialogoConsultarPartido,DialogoConsultarPartido,Magic Number,The method contains a magic number: 230,37
SIGE,com.sige.gui.partido,DialogoConsultarPartido,DialogoConsultarPartido,Magic Number,The method contains a magic number: 50,37
SIGE,com.sige.gui.partido,DialogoConsultarPartido,DialogoConsultarPartido,Magic Number,The method contains a magic number: 14,37
SIGE,com.sige.gui.partido,DialogoConsultarPartido,DialogoConsultarPartido,Magic Number,The method contains a magic number: 14,37
SIGE,com.sige.gui.partido,DialogoConsultarPartido,isCellEditable,Complex Conditional,The conditional expression colIndex == getColumn("Numero").getModelIndex() || colIndex == getColumn("Nome").getModelIndex() || colIndex == getColumn("Sigla").getModelIndex() is complex.,72
SIGE,com.sige.gui.partido,DialogoConsultarPartido,isCellEditable,Long Statement,The length of the statement "if (colIndex == getColumn("Numero").getModelIndex() || colIndex == getColumn("Nome").getModelIndex() || colIndex == getColumn("Sigla").getModelIndex()) return false;" is 165.,72
SIGE,com.sige.gui.partido.eventos,TratadorEventosCadastroPartido,actionPerformed,Complex Method,Cyclomatic complexity of the method is 13,39
SIGE,com.sige.gui.partido.eventos,TratadorEventosCadastroPartido,actionPerformed,Magic Number,The method contains a magic number: 5,39
SIGE,com.sige.gui.partido.eventos,TratadorEventosCadastroPartido,actionPerformed,Magic Number,The method contains a magic number: 5,39
SIGE,com.sige.gui.partido.eventos,TratadorEventosConsultaPartido,mouseClicked,Magic Number,The method contains a magic number: 2,74
SIGE,com.sige.gui.partido.eventos,TratadorEventosConsultaPartido,mouseClicked,Magic Number,The method contains a magic number: 2,74
SIGE,com.sige.gui.partido.eventos,TratadorEventosConsultaPartido,pesquisaPorNome,Magic Number,The method contains a magic number: 3,99
SIGE,com.sige.gui.partido.eventos,TratadorEventosConsultaPartido,pesquisaPorNome,Magic Number,The method contains a magic number: 2,99
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Long Method,The method has 118 lines of code.,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 3,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 2,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 2,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 8,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 2,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 8,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 2,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 2,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 8,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 2,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 8,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 2,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 13,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 30,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 30,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 345,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 100,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 30,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 200,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 30,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 13,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 13,44
SIGE,com.sige.gui.pesquisa,DialogoCadastrarPesquisa,DialogoCadastrarPesquisa,Magic Number,The method contains a magic number: 13,44
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Long Statement,The length of the statement "String colunasTabela[]={"ID"`"Data Inicio"`"Data Fim"`"Cargo"`"Branco/Nulo"`"Indecisos"`"Entrevistados"`"Municipios"}` dadosTabela[][]=new String[0][0];" is 152.,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 680,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 250,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 3,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 50,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 50,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 130,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 50,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 35,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 60,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 45,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 8,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 2,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 3,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 4,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 5,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 6,31
SIGE,com.sige.gui.pesquisa,DialogoConsultarPesquisa,DialogoConsultarPesquisa,Magic Number,The method contains a magic number: 7,31
SIGE,com.sige.gui.pesquisa,DialogoRelatorioPesquisa,DialogoRelatorioPesquisa,Magic Number,The method contains a magic number: 3,37
SIGE,com.sige.gui.pesquisa,DialogoRelatorioPesquisa,DialogoRelatorioPesquisa,Magic Number,The method contains a magic number: 17,37
SIGE,com.sige.gui.pesquisa,DialogoRelatorioPesquisa,DialogoRelatorioPesquisa,Magic Number,The method contains a magic number: 30,37
SIGE,com.sige.gui.pesquisa,DialogoRelatorioPesquisa,DialogoRelatorioPesquisa,Magic Number,The method contains a magic number: 30,37
SIGE,com.sige.gui.pesquisa,DialogoRelatorioPesquisa,DialogoRelatorioPesquisa,Magic Number,The method contains a magic number: 14,37
SIGE,com.sige.gui.pesquisa,DialogoRelatorioPesquisa,DialogoRelatorioPesquisa,Magic Number,The method contains a magic number: 14,37
SIGE,com.sige.gui.pesquisa,MenuPesquisa,MenuPesquisa,Magic Number,The method contains a magic number: 12,24
SIGE,com.sige.gui.pesquisa,MenuPesquisa,MenuPesquisa,Magic Number,The method contains a magic number: 12,24
SIGE,com.sige.gui.pesquisa,MenuPesquisa,MenuPesquisa,Magic Number,The method contains a magic number: 12,24
SIGE,com.sige.gui.pesquisa,MenuPesquisa,MenuPesquisa,Magic Number,The method contains a magic number: 12,24
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Complex Method,Cyclomatic complexity of the method is 22,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Long Statement,The length of the statement "else if (dataInicio.length() > 14 || dataInicio.length() < 10) new DialogoErro(gui`"Erro"`"Forneca uma Data Inicio Valida para a Pesquisa.");" is 141.,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Long Statement,The length of the statement "else if (dataFim.length() > 14 || dataFim.length() < 10) new DialogoErro(gui`"Erro"`"Forneca uma Data Fim Valida para a Pesquisa.");" is 132.,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Long Statement,The length of the statement "if (soma != Integer.parseInt(entrevistado)) new DialogoErro(gui`"Erro"`"A Quantidade de Entrevistados Nao Bate Com a Soma Dos Votos.");" is 135.,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Long Statement,The length of the statement "dataBasePesquisa.adicionarPesquisa(numero_pesquisa`dataInicio`dataFim`cargo`Integer.parseInt(branco)`Integer.parseInt(indeciso)`Integer.parseInt(entrevistado)`Integer.parseInt(municipio));" is 188.,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Long Statement,The length of the statement "for (int x=0; x < qtdeCandidatos; x++) dataBasePesquisaCandidatos.adicionarPesquisaCandidatos(numero_pesquisa`modeloTabela.getValueAt(x`1).toString()`Integer.parseInt(modeloTabela.getValueAt(x`2).toString()));" is 209.,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 14,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 14,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 6,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 3,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 5,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 2,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 6,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 3,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 5,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 2,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 6,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 1995,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 2,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosCadastroPesquisa,actionPerformed,Magic Number,The method contains a magic number: 2,52
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosConsultaPesquisaCandidatos,mouseClicked,Magic Number,The method contains a magic number: 400,47
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosConsultaPesquisaCandidatos,mouseClicked,Magic Number,The method contains a magic number: 150,47
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosConsultaPesquisaCandidatos,mouseClicked,Magic Number,The method contains a magic number: 120,47
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosConsultaPesquisaCandidatos,mouseClicked,Magic Number,The method contains a magic number: 30,47
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosConsultaPesquisaCandidatos,mouseClicked,Magic Number,The method contains a magic number: 2,47
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Complex Method,Cyclomatic complexity of the method is 8,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Long Statement,The length of the statement "if (dataInicio.length() > 14 || dataInicio.length() < 10) new DialogoErro(gui`"Erro"`"Forneca uma Data Inicio Valida para a Pesquisa.");" is 136.,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 14,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 14,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 6,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 3,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 5,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 2,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 6,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 10,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 3,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 5,43
SIGE,com.sige.gui.pesquisa.eventos,TratadorEventosRelatorioPesquisa,actionPerformed,Magic Number,The method contains a magic number: 2,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 2,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 2,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 40,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 40,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 2,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 360,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 100,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 4,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 186,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 35,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 14,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 14,43
SIGE,com.sige.gui.votacao,DialogoCadastrarVotocao,DialogoCadastrarVotocao,Magic Number,The method contains a magic number: 14,43
SIGE,com.sige.gui.votacao,DialogoConsultarVotacao,DialogoConsultarVotacao,Magic Number,The method contains a magic number: 36,35
SIGE,com.sige.gui.votacao,DialogoConsultarVotacao,DialogoConsultarVotacao,Magic Number,The method contains a magic number: 330,35
SIGE,com.sige.gui.votacao,DialogoConsultarVotacao,DialogoConsultarVotacao,Magic Number,The method contains a magic number: 200,35
SIGE,com.sige.gui.votacao,DialogoConsultarVotacao,DialogoConsultarVotacao,Magic Number,The method contains a magic number: 20,35
SIGE,com.sige.gui.votacao,DialogoConsultarVotacao,DialogoConsultarVotacao,Magic Number,The method contains a magic number: 200,35
SIGE,com.sige.gui.votacao,DialogoConsultarVotacao,DialogoConsultarVotacao,Magic Number,The method contains a magic number: 14,35
SIGE,com.sige.gui.votacao,DialogoConsultarVotacao,DialogoConsultarVotacao,Magic Number,The method contains a magic number: 14,35
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Long Method,The method has 218 lines of code.,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 286,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 86,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 280,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 80,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 100,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 500,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 412,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 10,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 27,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 5,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 5,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 5,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 5,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 3,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 3,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 2,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 3,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 79,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 40,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 12,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 79,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 40,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 250250250,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 12,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 90,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 50,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 12,70
SIGE,com.sige.gui.votacao,DialogoUrnaEletronica,DialogoUrnaEletronica,Magic Number,The method contains a magic number: 5,70
